,YEAR,EQ_PRIMARY,DEATHS,FOCAL_DEPTH,REGION_CODE,INJURIES,COUNTRY,REGION_CODE
6167,2019,5.0,1.0,54.0,170.0,2.0,INDONESIA,170.0
6168,2019,6.4,7.0,14.0,170.0,215.0,PHILIPPINES,170.0
6169,2019,6.6,12.0,15.0,170.0,417.0,PHILIPPINES,170.0
6170,2019,6.5,9.0,10.0,170.0,,PHILIPPINES,170.0
6172,2019,5.0,2.0,50.0,170.0,3.0,INDONESIA,170.0
6173,2019,7.1,1.0,33.0,170.0,3.0,INDONESIA,170.0
6175,2019,5.0,1.0,10.0,30.0,4.0,CHINA,30.0
6176,2019,6.4,51.0,20.0,130.0,2000.0,ALBANIA,130.0
6177,2019,6.8,13.0,22.0,170.0,210.0,PHILIPPINES,170.0
6179,2020,6.4,4.0,10.0,90.0,,USA TERRITORY,90.0
6180,2020,6.0,1.0,6.0,40.0,2.0,CHINA,40.0
6181,2020,6.7,41.0,12.0,140.0,1600.0,TURKEY,140.0
6183,2020,6.0,10.0,10.0,140.0,60.0,IRAN,140.0
6186,2020,5.4,1.0,10.0,130.0,27.0,CROATIA,130.0
6190,2020,4.6,2.0,10.0,140.0,22.0,IRAN,140.0
6191,2020,5.2,4.0,10.0,30.0,24.0,CHINA,30.0
