I_D,FLAG_TSUNAMI,YEAR,MAGNITUDE,COUNTRY,LOCATION_NAME,LATITUDE,LONGITUDE,REGION_CODE,DEATHS
6414,Yes,1965,6.5,USA,ALASKA:  ALEUTIAN ISLANDS:  FOX ISLANDS,53.03,-167.55,150,
8076,No,1965,6.1,CHINA,CHINA:   YUNNAN PROVINCE,22.4,101.6,30,
6415,Yes,1965,6.3,GREECE,NORTH CORINTH GULF,38.267,22.3,130,1
6416,Yes,1965,7.6,VANUATU,VANUATU ISLANDS,-15.8,167.2,170,
6595,Yes,1965,7.3,VANUATU,VANUATU ISLANDS,-15.9,166.8,170,
4356,Yes,1965,7.8,MEXICO,"MEXICO:  ME\XICO CITY, OAXACA",16.3,-95.8,150,6
6417,Yes,1965,6.5,CHILE,CHILE:  SOUTHERN,-42.9,-75.13,160,
8077,No,1965,6.6,CHINA,CHINA:  XINJIANG PROVINCE,43.9,87.8,40,
8078,No,1966,5.1,CHINA,CHINA:  YUNNAN PROVINCE,27.9,99.7,30,
4357,No,1966,6.3,GREECE,GREECE:  CENTRAL,39.2,22,130,1
8079,No,1966,6.5,CHINA,CHINA:  YUNNAN PROVINCE,26.1,103.1,30,
8080,No,1966,6.2,CHINA,CHINA:   YUNNAN PROVINCE,26.1,103.1,30,
8081,No,1966,5.2,CHINA,CHINA:  HEBEI PROVINCE,37.47,115.03,30,
4358,No,1966,6,TURKEY,"TURKEY:  VARTO, MUS",39.1,41.6,140,10
4359,No,1966,7.4,CHINA,CHINA:  HEBEI PROVINCE,37.35,114.92,30,
4360,Yes,1966,8,TAIWAN,TAIWAN,24.1,122.6,30,7
8082,No,1966,5.6,CHINA,CHINA:  HEBEI PROVINCE,37.27,114.97,30,
4362,No,1966,7,UGANDA,"UGANDA:  KICHWAMBA, BONDIBOGYO",0.6,30.2,10,140
4364,No,1966,7.6,CHINA,CHINA:  HEBEI PROVINCE,37.5,115.1,30,
8083,No,1966,6.2,CHINA,CHINA:  HEBEI PROVINCE,37.68,115.27,30,
8084,No,1966,5.3,CHINA,CHINA:  HEBEI PROVINCE,37.25,114.78,30,
4366,No,1966,,UZBEKISTAN,UZBEKISTAN:  TASHKENT,41.2,69.1,40,10
4367,No,1966,4.8,TURKEY,TURKEY,38,42.6,140,
4368,Yes,1966,7.1,SOLOMON ISLANDS,SOLOMON ISLANDS:  GUADALCANAL,-10.343,160.883,170,
4369,No,1966,6.3,NEPAL,NEPAL-INDIA,29.554,80.854,60,80
4370,No,1966,,TURKEY,TURKEY:  MUS,38.5,41.3,140,14
8337,No,1966,4.6,TURKEY,TURKEY:  BAGICI,38.9,41.3,140,12
4371,Yes,1966,5.5,RUSSIA,RUSSIA:  BLACK SEA,44.75,37,40,
4372,No,1966,5.6,INDIA,INDIA:  N,28.7,78.9,60,15
4376,No,1966,6.8,TURKEY,TURKEY:  VARTO,39.2,41.6,140,2394
4377,No,1966,5.9,GREECE,GREECE:  SOUTHERN,37.5,22.1,130,1
4378,No,1966,5.2,COLOMBIA,COLOMBIA,4.6,-73.9,160,6
8085,No,1966,5.4,CHINA,CHINA:  YUNNAN PROVINCE,24,97.7,30,
4379,No,1966,5,VENEZUELA,VENEZUELA,10.8,-69.5,160,
8086,No,1966,6.4,CHINA,CHINA:   YUNNAN PROVINCE,27.5,100.1,30,
8087,No,1966,5.2,CHINA,CHINA:  JILIN PROVINCE,43.83,125.12,30,
4381,Yes,1966,8.1,PERU,"PERU:  LIMA,HUACHO,HUAURA, CHANCAY,SUPE,SAN NICOLAS",-10.748,-78.638,160,110
4382,No,1966,5.7,GREECE,GREECE:  CENTRAL,39.2,21.2,130,1
4383,Yes,1966,7.8,CHILE,"CHILE:  TALTAL, CATALINA",-25.5,-70.7,160,3
4386,Yes,1966,7.8,SOLOMON ISLANDS,SOLOMON ISLANDS:  SANTA CRUZ ISLANDS,-11.893,166.445,170,
7445,Yes,1966,7.2,SOLOMON ISLANDS,SOLOMON ISLANDS:  SANTA CRUZ ISLANDS,-12.334,166.684,170,
4387,No,1967,6,GREECE,GREECE,38.4,22,130,
4388,No,1967,7.5,MONGOLIA,MONGOLIA,48.1,102.8,40,
8088,No,1967,5.5,CHINA,CHINA:  SICHUAN PROVINCE,30.2,104.1,30,
4418,No,1967,5.6,ALBANIA,ALBANIA:  GJIROKASTEV,40,20.2,130,
4391,No,1967,6.8,COLOMBIA,"COLOMBIA:  HUILA, NEIVA, RIVERA,SAN ANTONIO",2.9,-74.9,160,98
4394,No,1967,6.8,INDONESIA,"INDONESIA:  JAVA:  DAMPIT,GONDANG,TRENGGALEK",-9.2,113.1,60,54
6596,Yes,1967,7,RUSSIA,RUSSIA:  KURIL ISLANDS,45.53,151.11,50,
7973,No,1967,6.3,CHINA,"CHINA:  HEBEI PROVINCE:  HEJIAN, DACHENG",38.5,116.5,30,
4396,Yes,1967,5.5,INDONESIA,INDONESIA:  MAKASSAR STRAIT,-3.7,119.3,170,58
4397,Yes,1967,6.1,INDONESIA,"INDONESIA-MALAYSIA:  N SUMATERA,MALAY PENINSULA",5.5,97.3,60,14
4398,No,1967,5.9,GREECE,GREECE,39.5,21.2,130,9
4399,No,1967,5,ALGERIA,ALGERIA:  NEAR SIG,35.5,-0.1,15,10
4403,No,1967,7.3,TURKEY,"TURKEY:  MUDURNU, ADAPAZARI",40.7,30.8,140,86
4404,No,1967,6.2,TURKEY,TURKEY:  TUNCELI,39.5,40.4,140,97
4407,No,1967,6.8,COLOMBIA,COLOMBIA,6.8,-73,160,20
4410,Yes,1967,6.5,VENEZUELA,VENEZUELA,10.6,-67.3,90,300
4414,No,1967,5.3,FRANCE,"FRANCE:  ARETTE,LANNE,MONTORY,ARAMITS,HAUX,SUNHAR",43.2,-0.5,120,1
4415,Yes,1967,6.4,PAPUA NEW GUINEA,PAPUA NEW GUINEA:  BISMARCK SEA,-4.4,152.5,170,
7974,No,1967,6.8,CHINA,CHINA: SICHUAN PROVINCE,31.6,100.3,30,
6420,Yes,1967,7,PERU,PERU:  OFF COAST,-10.6,-79.8,160,
4416,No,1967,7,TAIWAN,TAIWAN:  HUALIEN,24.5,122.2,30,2
6421,Yes,1967,5.9,CHILE,CHILE:  NORTHERN,-28.78,-71.19,160,
4417,No,1967,6.5,ALBANIA,ALBANIA,41.5,20.5,130,18
7975,No,1967,5.7,CHINA,CHINA:  HEBEI PROVINCE:  SHULU,37.717,115.217,30,
4421,No,1967,6.6,INDIA,INDIA,17.412,73.885,60,180
7976,No,1967,5.4,CHINA,CHINA:  SHANXI PROVINCE,36.467,111.217,30,
6630,Yes,1967,7.5,CHILE,CHILE:  NORTHERN,-21.7,-69.5,160,1
4423,No,1968,4.6,NICARAGUA,NICARAGUA:  MANAGUA,12.1,-86.2,100,
4425,No,1968,6,ITALY,ITALY:  SICILY,37.9,13.1,130,216
8852,No,1968,5.1,ITALY,ITALY:  SICILY,37.8,13.2,130,8
6422,Yes,1968,7.3,RUSSIA,RUSSIA:  KURIL ISLANDS,43.586,146.701,50,
4427,No,1968,7.8,PAPUA NEW GUINEA,PAPUA NEW GUINEA:  NEW IRELAND,-5.5,153.2,170,
4428,Yes,1968,7.2,GREECE,GREECE:  AEGEAN SEA:  ST EUSTRATIOS,39.368,24.957,130,20
4429,No,1968,6.3,JAPAN,JAPAN:  KYUSHU,32,130.6,30,3
4430,No,1968,4.9,ALGERIA,ALGERIA:  EL ALEN (BABORD),36.08,5.07,15,1
4431,No,1968,7.6,AZORES (PORTUGAL),AZORES,37.7,-29.4,130,
8187,No,1968,4.6,KENYA,"KENYA:  HOMA BAY, USIRI, GOT KOKECH",-0.6,34.4,10,1
4432,Yes,1968,7.5,JAPAN,"JAPAN:  KYUSHU, SHIKOKU",32.3,132.5,30,1
9992,Yes,1968,4.6,ITALY,ITALY:  LIGURIA,44.08,8,130,
4434,No,1968,5.3,IRAN,"IRAN:  MAKU,SHAH BANDALU,QURTA BOLAGH,QONDEQLI",39.2,44.3,140,38
4438,Yes,1968,8.2,JAPAN,JAPAN:  OFF EAST COAST OF HONSHU ISLAND,40.8,143.2,30,52
4439,Yes,1968,7.5,JAPAN,JAPAN:  OFF COAST OF HONSHU ISLAND,41.5,142.7,30,
4440,No,1968,7.1,NEW ZEALAND,NEW ZEALAND:  SOUTH ISLAND:  NW COAST,-41.7,172,170,3
4441,No,1968,7.7,INDONESIA,INDONESIA:  NEW GUINEA:  IRIAN JAYA,-2.9,139.3,170,
4442,No,1968,5,ARMENIA,ARMENIA:  ZANGEZUR,39.1,46.1,40,
4443,Yes,1968,7.2,JAPAN,JAPAN:  SANRIKU,39.4,143.1,30,
4445,No,1968,7,PERU,"PERU:  SAN MARTIN,MOYOBAMBA,YANTALO,RIOJA,LAMAS",-5.6,-77.2,160,15
4446,No,1968,5.3,IRAN,"IRAN:  GHALEGH SEYED,KHESHT,KONAR TAKHTEH",29.8,51.2,140,
4447,Yes,1968,7.3,KERMADEC ISLANDS (NEW ZEALAND),"KERMADEC ISLANDS:  S OF, RAOUL",-30.8,-178.4,170,
4448,Yes,1968,7.3,PHILIPPINES,PHILIPPINES:  LUZON:  MANILA,16.5,122.2,170,270
4451,No,1968,7.5,MEXICO,"MEXICO:  OAXACA, GUERRERO",16.5,-97.8,150,18
4452,Yes,1968,7.6,INDONESIA,"INDONESIA:  MOLUCCA ISLANDS: MANADO, CELEBES",1.4,126.2,170,
4454,Yes,1968,7.4,INDONESIA,"INDONESIA:  SULAWESI:  TAMBU,COAST OF MAPAGA",0.2,119.8,170,
4456,No,1968,7.3,IRAN,IRAN:  DASHT-E-BAYAZ,34,59,140,10488
4458,No,1968,5,ARMENIA,ARMENIA:  ZANGEZUR,39.1,46.2,40,
4459,No,1968,6.5,IRAN,IRAN:  FERDOW,34,58.2,140,700
4460,Yes,1968,6.6,TURKEY,"TURKEY:  BARTIN, AMASRA, CAKRAZ",41.8,32.3,140,24
4462,No,1968,5.4,IRAN,IRAN,33.9,58.2,140,
4463,Yes,1968,6.2,VENEZUELA,VENEZUELA:  CARUPANO,10.5,-62.6,90,3
4464,No,1968,5.1,TURKEY,TURKEY,39.2,40.1,140,2
4465,Yes,1968,5.7,MEXICO,MEXICO-GUATEMALA:  S CHIAPAS,15.5,-92.7,150,20
4466,No,1968,7.5,JAPAN,JAPAN:  BONIN ISLANDS,26.3,140.6,30,
4468,No,1968,6.9,AUSTRALIA,"AUSTRALIA:  MECKERING, NORTHAM, CUNDERDIN, YORK",-31.6,117,60,
4469,No,1968,7.5,PAPUA NEW GUINEA,"PAPUA NEW GUINEA:  N COAST, WEWAK, DAGUA",-3.4,143.3,170,
4470,No,1968,5.3,MONTENEGRO,BALKANS NW:  MONTENEGRO,42.1,19.3,130,1
4471,No,1969,5.6,IRAN,IRAN:  NE KHURASAN PROVINCE,37.1,57.9,140,50
4472,No,1969,7.5,SOLOMON ISLANDS,SOLOMON ISLANDS:  SANTA ISABEL ISLAND,-7.9,158.9,170,
4473,No,1969,7.6,JAPAN,JAPAN:  HOKKAIDO,45,143.2,30,
4474,No,1969,7.5,INDONESIA,"INDONESIA:  TALAUD ISLANDS, MINDANAO, VISAYAN",4.8,127.4,170,
7972,No,1969,6.3,CHINA,CHINA:  XINJIANG PROVINCE:  WUSHI,41.45,79.367,40,4
4476,Yes,1969,7.4,INDONESIA,"INDONESIA:  SULAWESI:  PARASANGA, PALETOANG",-3.1,118.9,170,64
4477,Yes,1969,7.8,PORTUGAL,"PORTUGAL; MOROCCO:  RABAT, SALE; SPAIN:  CANARY IS",36.017,-10.95,130,25
4479,No,1969,5.6,TURKEY,"TURKEY:  DEMIRCI, GORDES, SINDIRGI",39.2,28.5,140,
4482,No,1969,6.5,TURKEY,"TURKEY:  ALASEHIR, SARIGOL, KIRAZ",38.6,28.4,140,53
4483,No,1969,6.2,ETHIOPIA,ETHIOPIA:  SARDO,11.9,41.21,10,40
4486,Yes,1969,7,EGYPT,"EGYPT:  BENI-SOUEF, AL-QAHIRAH (CAIRO)",27.7,34,15,2
4487,No,1969,5.5,ALBANIA,ALBANIA:  SOUTHERN,40.7,19.8,130,1
4488,No,1969,5.1,TURKEY,"TURKEY:  DEMIRCI, WESTERN ANATOLIA, ISTANBUL",39.2,28.6,140,
4489,No,1969,7.4,CHINA,CHINA:  BOHAI SEA,38.2,119.4,30,
4490,No,1969,5.9,PERU,"PERU:  LAMPA-JUNIN,HUAYTAPALLANA",-11.9,-75.1,160,
4492,No,1969,6.4,CHINA,CHINA:  GUANGDONG PROVINCE:  YANGJIANG COUNTY,22.317,111.8,30,3000
6597,Yes,1969,5.4,PAPUA NEW GUINEA,PAPUA NEW GUINEA:  BISMARCK SEA,-6.6,146.9,170,
4493,No,1969,4.7,ITALY,ITALY:  PERUGIA,43.2,12.4,130,
4494,Yes,1969,8.2,RUSSIA,"RUSSIA:  SHIKOTAN ISLAND, KURILSKIYE",43.6,147.9,50,
8089,No,1969,5.5,CHINA,CHINA:  XINJIANG PROVINCE,39.7,74.8,40,
4495,No,1969,6.3,SOUTH AFRICA,SOUTH AFRICA:  CAPE PROVINCE,-32.9,19.7,10,12
4497,No,1969,6.2,PERU,"PERU:  HUAYTAPALLANA, LAMPA, CHILIFRUTA",-11.7,-75.1,160,150
4502,No,1969,4.8,USA,CALIFORNIA:  SANTA ROSA,38.467,-122.692,150,1
4504,No,1969,5.8,SOUTH AFRICA,SOUTH AFRICA:  TULBAGH,-33.1,19.6,10,
4506,No,1969,6,BOSNIA-HERZEGOVINA,BALKANS NW:  BOSNIA-HERZEGOVINA:  BANJA LUKA,44.9,17.3,130,14
4507,No,1969,6.4,BOSNIA-HERZEGOVINA,"BALKANS NW:  BOSNIA-HERZEGOVINA:  KAKASI, JABLAN",44.9,17.2,130,9
4508,No,1969,7.7,INDONESIA,INDONESIA:  OFF NW COAST SUMATERA,2.1,94.6,60,
4509,Yes,1969,7.3,RUSSIA,RUSSIA:  OFF KAMCHATKA,57.7,163.6,50,
4510,No,1969,4.2,ECUADOR,"ECUADOR:  SASQUISILI, PUJILI, LATACUNGA",-0.8,-78.3,160,
4511,Yes,1969,7.2,GUADELOUPE,GUADELOUPE: GRAND BOURG,15.8,-59.7,90,
4513,No,1970,7.8,CHINA,CHINA:  YUNNAN PROVINCE; VIETNAM:  HANOI,24.1,102.5,30,10000
4514,Yes,1970,7.6,PHILIPPINES,PHILIPPINES:  MINDANAO,6.8,126.7,170,
4515,No,1970,7.1,PHILIPPINES,"PHILIPPINES:  LUZON, ROMBLON I; TABLAS I:  ODIONGAN",12.6,122.1,170,3
4519,No,1970,5.4,PERU,"PERU:  PANAO,CHACLLA,QUERO,AYLLAMARCA,LA LINDA",-9.9,-75.6,160,12
7654,Yes,1970,6,USA,ALASKA:  ANDREANOF ISLANDS,57.5,-153.9,150,
4520,No,1970,4.8,IRAN,"IRAN:  BADALAN,QERIS,BATCHI,DIZEH,PESAK,HESAR",38.6,44.7,140,5
4522,No,1970,5.4,INDIA,INDIA:  BROACH,21.7,73,60,26
4523,No,1970,7.4,TURKEY,TURKEY:  GEDIZ,39.2,29.5,140,1086
4526,Yes,1970,7.3,PHILIPPINES,PHILIPPINES:  LUZON,15.78,121.71,170,15
4528,No,1970,5.7,TURKEY,"TURKEY:  DEMIRCI, MANISA",39.1,28.7,140,
7504,No,1970,5.7,RUSSIA,RUSSIA:  DAGESTAN,43,47,40,
4530,Yes,1970,6.5,RUSSIA,RUSSIA:  DAGESTAN,43,47.1,40,
4531,Yes,1970,7.9,PERU,"PERU: NORTHERN, PISCO, CHICLAYO",-9.2,-78.8,160,66794
4537,No,1970,6.6,KAZAKHSTAN,KAZAKHSTAN:  ALMA-ATA,42.5,78.8,40,
4538,No,1970,7.6,AUSTRALIA,AUSTRALIA:  MACQUARIE ISLAND,-59.1,157.8,170,
6427,Yes,1970,6,CHILE,CHILE:  SOUTHERN,-52,-73.8,160,
6428,Yes,1970,6.4,CHILE,CHILE:  NORTHERN,-22.28,-70.55,160,
4539,No,1970,7.5,CANADA,"CANADA:  QUEEN CHARLOTTE ISLANDS, BRITISH COLOMBIA",51.8,-131,150,
4549,No,1970,4.9,TURKEY,TURKEY:  SIVAS,38.8,36.7,140,1
6430,Yes,1970,7,JAPAN,"SEIKAIDO, JAPAN",32.2,131.7,30,
4543,No,1970,6.7,IRAN,"IRAN:  KARNAVEH, MAREV",37.8,55.9,140,220
4544,No,1970,7.1,PERU,PERU:  JUIN  PROVINCE FELT ARGENTINA TO MEXICO CITY,-1.5,-72.6,160,1
9962,No,1970,7.5,SOLOMON ISLANDS,SOLOMON ISLANDS,-14.095,166.57,170,
4548,No,1970,5.5,CROATIA,BALKANS NW:  CROATIA:  KNIN,44,16,130,
4546,No,1970,6.6,COLOMBIA,COLOMBIA:  BAHIA SOLANO,6.2,-77.6,160,
6328,Yes,1970,5.1,NEW ZEALAND,NEW ZEALAND,-44.64,173.62,170,
4547,Yes,1970,5.3,PHILIPPINES,"PHILIPPINES:  BATAN ISLANDS:  BASCO, SABTANG",20.6,122,170,
4550,Yes,1970,7.3,PAPUA NEW GUINEA,PAPUA NEW GUINEA:  MADANG,-4.907,145.471,170,15
6432,Yes,1970,6,CHILE,CHILE:  NORTHERN,-20.94,-69.81,160,
6555,Yes,1970,5.1,RUSSIA,RUSSIA:  BLACK SEA,43.84,39.34,40,
4551,No,1970,7.6,PERU,PERU:  N;  ECUADOR:  S,-4,-80.7,160,82
4554,No,1971,8.1,INDONESIA,"INDONESIA:  NEW GUINEA: IRIAN JAYA:DJAJAPURA,SENTANI",-3.1,139.7,170,
4555,No,1971,7.1,INDONESIA,"INDONESIA:  NATAL, SIBOLGA, TARUTUNG, PASAMAN",0.6,98.8,60,
4556,No,1971,4.6,ITALY,ITALY:  TUSCANIA,42.5,11.8,130,24
4558,No,1971,6.5,USA,CALIFORNIA:  SAN FERNANDO,34.412,-118.4,150,65
4559,No,1971,5.3,IRAN,"IRAN:  JAILAN,BOKRAN,HOSSEINABAD,SHARIFABAD",36.6,55.6,140,1
4560,No,1971,5.1,IRAN,"IRAN:  DASHT-E-ARJAN,KHAN-E-ZENYAN,SHIRAZ",29.8,51.9,140,
4561,No,1971,5.9,IRAN,"IRAN:  TAZARJ,BARGHANY,MADANUIYEH,BARAFTAB,DARAGAH",28.3,55.6,140,1
6433,Yes,1971,7.1,USA,ALASKA:  ANDREANOF ISLANDS,51.4,-177.2,150,
4562,No,1971,5.9,TURKEY,TURKEY:  BURDUR,37.6,29.8,140,100
6800,No,1971,6.7,TURKEY,TURKEY:  BINGOL,38.8,40.5,140,1000
4567,No,1971,6.1,DOMINICAN REPUBLIC,DOMINICAN REPUBLIC:  SANTO DOMINGO,18,-69.8,90,
4568,No,1971,5.2,INDONESIA,"INDONESIA:  JAVA:  BUARAN,BANTAR KAWSUN,JIPANG",-7.2,109.1,60,1
4570,No,1971,6.3,CHILE,"CHILE:  CATALINA, ANTOFAGASTA",-25.5,-69.2,160,1
4572,Yes,1971,7.8,CHILE,CHILE:  CENTRAL,-32.5,-71.2,160,83
4574,Yes,1971,7.9,PAPUA NEW GUINEA,PAPUA NEW GUINEA:  NEW IRELAND: BOUGAINVILLE,-5.5,153.9,170,2
4575,No,1971,5.2,ITALY,ITALY:  PARMA,44.8,10.3,130,2
4576,Yes,1971,7.9,PAPUA NEW GUINEA,PAPUA NEW GUINEA:  BISMARCK SEA  RABAUL,-4.9,153.2,170,
4578,No,1971,6.3,PERU,PERU-ECUADOR:  GUAYAQUIL,-2.7,-77.4,160,1
6434,Yes,1971,7.3,JAPAN,JAPAN TRENCH,41.4,143.5,30,
4579,No,1971,5.3,IRAN,IRAN:  BABOL-KENAR,36.3,52.7,140,1
7923,No,1971,5.9,CHINA,CHINA:  SICHUAN PROVINCE:  MABIAN,28.9,103.7,30,
4581,No,1971,4.8,IRAN,IRAN:  BABA KELU,30,50.7,140,
4582,Yes,1971,7.1,RUSSIA,"RUSSIA:  SAKHALIN, MONERON ISLAND",46.5,141.2,50,
6435,Yes,1971,5.5,RUSSIA,RUSSIA:  KHOLMSK,46.7,141.4,50,
6436,Yes,1971,6.6,RUSSIA,RUSSIA:  TATAR STRAIT,46.4,141.2,50,
6548,Yes,1971,6.2,RUSSIA,RUSSIA:  TATAR STRAIT,46.3,140.9,50,
6437,Yes,1971,7,PAPUA NEW GUINEA,PAPUA NEW GUINEA:  BISMARCK SEA,-6.5,146.6,170,
7402,Yes,1971,6.1,RUSSIA,"RUSSIA:  SAKHALIN, MONERON ISLAND",46.4,141.1,50,
4584,No,1971,5.7,PERU,PERU:  APURIMAC,-14.1,-73.3,160,5
4586,No,1971,7.1,VANUATU,"VANUATU ISLANDS:  ESPIRITU SANTO, PORT VILA",-15.5,167.2,170,1
6438,Yes,1971,5.7,USA,ALASKA:  ALEUTIAN ISLANDS:  RAT ISLANDS,51.5,179.1,150,
4587,No,1971,6.3,RUSSIA,"RUSSIA:  OFF KAMCHATKA, SHEMYA",52.9,159.2,50,
4588,Yes,1971,7.8,RUSSIA,"RUSSIA:  OFF KAMCHATKA, SHEMYA, ATTU",56,163.3,50,
4589,No,1972,7.6,TAIWAN,TAIWAN,22.6,122.1,30,
4590,Yes,1972,7.5,TAIWAN,TAIWAN,22.5,122.3,30,1
4591,No,1972,7.7,TAIWAN,TAIWAN,23,122.2,30,
4593,No,1972,4.8,ITALY,"ITALY:  CENTRAL, ANCONA",43.8,13.3,130,1
4594,No,1972,4.5,IRAN,"IRAN:  DEH KOHNEH,SA'DABAD,BORAZJAN",29.7,50.9,140,
4595,Yes,1972,7.2,JAPAN,"JAPAN:  S OF HONSHU:  HACHIJOJIMA, TOKYO",33.3,140.8,30,
4596,No,1972,6.1,PERU,PERU:  JUANJUI,-6.8,-76.8,160,7
4600,No,1972,6.9,IRAN,"IRAN:  QIR,KARZIN, JAHROM, FIRUZABAD",28.4,52.8,140,30000
4603,No,1972,6.9,TAIWAN,TAIWAN:  HUALIEN,23.6,121.6,30,4
4604,No,1972,7.2,PHILIPPINES,"PHILIPPINES:  MINDORO, LUZON, MANILA",13.4,120.3,170,
6440,Yes,1972,6.6,CHILE,CHILE:  CENTRAL,-30.5,-71.8,160,
4605,No,1972,7.8,INDONESIA,INDONESIA:  CELEBES SEA,3.9,124.3,170,
4606,No,1972,4.4,ITALY,ITALY:  ANCONA,43.8,13.3,130,2
4607,No,1972,6.1,AFGHANISTAN,"AFGHANISTAN:  HINDU KUSH:  SARSANGI, NARIN COUNTIES",36.2,69.7,40,11
4608,No,1972,5.3,IRAN,"IRAN:  MISHAN-E-MARKAZI,TALKHAB,MISHAN SOFLA",30.1,50.8,140,
4609,Yes,1972,7.6,USA,"ALASKA:  SITKA, JUNEAU",56.82,-135.68,150,
6441,Yes,1972,7.1,SOLOMON SEA,W. SOLOMON SEA,-6,152.9,170,
4610,No,1972,6.2,PAKISTAN,"PAKISTAN:  TANGIR, GUPIS, RAWALPINDI, PESHAWAR",36,73.4,60,100
4612,No,1972,5.3,FRANCE,"FRANCE:  LABOIRIE, ARCEAU, SAINT-PIERRE D'OLERON",46,-1.1,120,
4613,No,1972,6,GREECE,"GREECE:  CORINTHIA, ARCADIA",37.9,22.4,130,
4614,No,1972,6.3,GREECE,"GREECE: LIXOURI, CHAVRIATA, DAMOULIANATA,KOUVALATA",38.3,20.3,130,
4615,No,1972,7,NEW CALEDONIA,"NEW CALEDONIA:  LOYALTY ISLANDS:  TANNA, ANATOM",-20,168.8,170,
4616,Yes,1972,7.4,PHILIPPINES,"PHILIPPINES:  MINDANAO, DAVAO",6.5,126.6,170,
4617,Yes,1972,7.4,JAPAN,"JAPAN:  S OF HONSHU, HACHIJOJIMA",33.3,140.7,30,
4619,No,1972,6.2,NICARAGUA,NICARAGUA:  MANAGUA,12.4,-86.1,100,10000
6442,Yes,1972,5.4,CHILE,CHILE:  CENTRAL,-30.6,-71,160,
4622,Yes,1973,7.5,MEXICO,"MEXICO:  S, FARIAS, TECOMAN",18.48,-103,150,56
4624,No,1973,7.6,CHINA,CHINA:  SICHUAN PROVINCE,31.4,100.58,30,
4625,No,1973,5.1,NEW ZEALAND,NEW ZEALAND:  HAWKES BAY,-39.58,176.57,170,
4626,No,1973,5.7,USA,CALIFORNIA:  OXNARD,34.1,-119,150,
4627,No,1973,5.2,IRAN,"IRAN:  KHABIS,HENGAM ISLAND",28.58,52.62,140,
4629,Yes,1973,7.2,RUSSIA,"RUSSIA:  KURIL ISLANDS, HIROO, URAKAWA",50.5,156.6,50,
4630,No,1973,5.5,AUSTRALIA,"AUSTRALIA:  WOLLONGONG, SYDNEY",-34.13,150.27,170,
4632,Yes,1973,7.5,PHILIPPINES,"PHILIPPINES:  QUEZON CITY:  CALAUG,LOPEZ,GUIAYANGAN",13.4,122.8,170,15
4633,No,1973,5.9,ETHIOPIA,ETHIOPIA:  DJIBOUTI,11.66,43.03,10,
4634,No,1973,6.5,COSTA RICA,"COSTA RICA: TILARAN, ARENAL, RIO CHIQUITO",10.679,-84.759,100,26
4636,No,1973,6.5,COLOMBIA,"COLOMBIA; SAN CRISTOBAL, VENEZUELA",4.956,-78.144,160,1
4637,No,1973,6.5,USA,HAWAII: HILO,19.936,-155.098,150,
4638,Yes,1973,7.7,JAPAN,JAPAN:  HOKKAIDO ISLAND,43.2,145.8,30,
4639,Yes,1973,7.1,RUSSIA,RUSSIA:  KURIL ISLANDS,43.3,146.4,50,
7801,Yes,1973,6.6,RUSSIA,RUSSIA:  KURIL ISLANDS,43.2,146.6,50,
4640,No,1973,7.5,CHINA,CHINA:  TIBET (XIZANG PROVINCE),35.18,86.48,40,
4641,No,1973,3.5,ITALY,ITALY:  SICILY,37.66,15.167,130,
4642,No,1973,6.2,MEXICO,"MEXICO:  VERACRUZ, MEXICO CITY",18.27,-96.6,150,600
4644,Yes,1973,6.7,CHILE,"CHILE:  VALPARAISO, LA LIGUA, SANTIAGO",-32.5,-71.5,160,
4645,No,1973,7.5,ANTARCTICA,ANTARCTICA,-60.82,-21.55,20,
4647,No,1973,5.5,GREECE,"GREECE:  LEUKAS ISLAND, PREVEZA, VONITSA",38.9,20.44,130,
4648,No,1973,5.5,IRAN,"IRAN:  QESHLAGH,DEH BID",30.57,52.89,140,1
4649,No,1973,5.1,AZORES (PORTUGAL),"AZORES:  PICO, FAIAL, TERCEIRA",38.46,-28.31,130,1
4650,No,1973,5.6,GREECE,"GREECE:  CRETE, PALAEOCHORA, CHANIA",35.18,23.8,130,
4651,No,1973,7.5,VANUATU,"VANUATU ISLANDS:  ESPIRITU SANTO, LUGANILLE",-14.46,166.6,170,
4652,No,1973,7.2,VANUATU,"VANUATU ISLANDS:  LUGANVILLE, LAMAP",-15.12,166.9,170,
4653,No,1974,6.3,PERU,"PERU:  LIMA, YAUYOS",-12.3,-76.35,160,10
6443,Yes,1974,7,SOLOMON ISLANDS,SOLOMON ISLANDS,-7.5,155.9,170,
4654,No,1974,5.2,TURKEY,TURKEY:  IZMIR,38.6,27,140,2
6598,Yes,1974,7.1,SOLOMON ISLANDS,SOLOMON ISLANDS,-7.4,155.6,170,
4655,No,1974,5,COLOMBIA,"COLOMBIA:  NE, CEPITA, SAN ANDREAS",6.89,-72.93,160,3
7924,No,1974,5.5,CHINA,CHINA:  JIANGSU PROVINCE,31.6,119.2,30,
4656,Yes,1974,6.5,JAPAN,JAPAN:  NAKAGI,34.5,138.7,30,30
4658,No,1974,7.1,CHINA,"CHINA:  YUNNAN AND SICHUAN PROVINCES, CHAO-T'UNG",28.24,104.01,30,20000
4659,No,1974,6.1,VENEZUELA,VENEZUELA,10.56,-63.38,160,5
4660,No,1974,4.5,SLOVENIA,BALKANS NW:  SLOVENIA:  KOZJANSKO,44.97,15.53,130,
