I_D,FLAG_TSUNAMI,YEAR,MAGNITUDE,COUNTRY,LOCATION_NAME,LATITUDE,LONGITUDE,REGION_CODE,DEATHS
3995,Yes,1952,7.1,JAPAN,JAPAN:  HOKKAIDO,41.7,142.5,30,
3996,Yes,1952,7.8,PHILIPPINES,PHILIPPINES:  BUTUAN,9.5,127.25,170,
8031,No,1952,6.5,CHINA,CHINA:  YUNNAN PROVINCE,22.7,99.8,30,
9916,Yes,1952,6.8,VANUATU,VANUATU ISLANDS,-18.5,169.25,170,
3999,No,1952,7.7,USA,CALIFORNIA:  KERN COUNTY,35,-119.017,150,12
4002,No,1952,5.8,USA,CALIFORNIA:  KERN COUNTY,35.333,-118.917,150,2
8032,No,1952,6.8,CHINA,CHINA: SICHUAN PROVINCE,28.3,102.2,30,
8033,No,1952,5.5,CHINA,CHINA:  SHANXI PROVINCE,39,112.7,30,
4005,No,1952,5,TURKEY,"TURKEY:  CEYHAN,MISIS",36.5,35.5,140,20
4007,Yes,1952,9,RUSSIA,RUSSIA:  KAMCHATKA PENINSULA,52.755,160.057,50,
8034,No,1952,5.8,CHINA,CHINA:  YUNNAN PROVINCE,22.9,99.7,30,
4011,No,1953,5.7,HAITI,HAITI,18.4,-73.4,90,2
4013,No,1953,6.4,IRAN,IRAN:  TORUD,35.4,55.1,140,970
6589,Yes,1953,5.5,PERU,PERU:  LIMA,-12,-77.5,160,
7977,Yes,1953,5.8,RUSSIA,RUSSIA:  KURIL ISLANDS,50,156.5,50,
4014,No,1953,7.5,TURKEY,"TURKEY:  YENICE, ONON",40,27.5,140,1070
4020,Yes,1953,7.4,PAPUA NEW GUINEA,PAPUA NEW GUINEA:  SOLOMON ISLANDS,-4.449,152.868,170,
8035,No,1953,5,CHINA,CHINA:  YUNNAN PROVINCE,24.2,103.2,30,
4021,Yes,1953,7.6,CHILE,"CHILE:  CHILLAN, CONCEPCION",-36.5,-72.5,160,9
6367,Yes,1953,7.2,DOMINICAN REPUBLIC,DOMINICAN REPUBLIC: PUERTO PLATA,19.8,-70.7,90,
4023,No,1953,7.5,VANUATU,VANUATU ISLANDS,-19,169,170,
4026,No,1953,6.8,GREECE,GREECE:  ASPROGERAKAS (KEPHALLENIA),38.1,20.6,130,
4029,Yes,1953,7.2,GREECE,GREECE:  LIXOURI-ARGOSTOLI (KEPHALLENIA),38.3,20.8,130,476
4031,Yes,1953,6.5,CYPRUS,CYPRUS:  PAPHOS,35,32.5,130,40
7443,Yes,1953,6.4,FIJI,FIJI ISLANDS,-18.3,178.2,170,2
9959,No,1953,7.5,SOLOMON ISLANDS,SOLOMON ISLANDS,-13.189,166.516,170,
4032,Yes,1953,7.4,JAPAN,JAPAN:  KASHIMA,34,141.7,30,1
4033,No,1953,7.4,CHILE,CHILE:  NORTHERN,-22.1,-68.7,160,3
4034,Yes,1953,7.4,PERU,PERU-ECUADOR,-3.4,-80.6,160,6
4039,No,1954,6.2,MEXICO,MEXICO:  CHIAPAS,17.3,-92.6,150,6
8036,Yes,1954,7.3,CHINA,CHINA:  GANSU PROVINCE,39,101.3,30,
4041,No,1954,5.4,AUSTRALIA,AUSTRALIA:  ADELAIDE:  S,-34.9,138.7,170,
4042,No,1954,7.4,MYANMAR (BURMA),"MYANMAR; INDIA:  CALCUTTA, CUTTACK, BHAGALPUR",24.5,95.3,60,
4043,No,1954,7,SPAIN,SPAIN,37,-3.5,130,
4044,No,1954,7,GREECE,GREECE,39.8,22.1,130,25
4045,No,1954,7.5,ATLANTIC OCEAN,ATLANTIC OCEAN:  NORTHERN,29.5,-29.5,70,
4046,No,1954,7,GREECE,GREECE:  SOPHADES (KARDITSA),39.3,22.2,130,31
8038,No,1954,5.3,CHINA,CHINA:  ANHUI PROVINCE,31.6,116.6,30,
4049,No,1954,6.8,PHILIPPINES,"PHILIPPINES:  LUZON:  SORSOGON, BACON, LEGASPI",13,123.9,170,13
4050,No,1954,6.8,USA,NEVADA:  FALLON,39.4,-118.5,150,
8039,No,1954,7,CHINA,CHINA: NEI MONGOL,38.8,104.2,30,
4051,No,1954,5,IRAN,"IRAN:  TONBAK,KANGAN,SABAKHI,AKHTAR",27.5,52,140,1
4052,No,1954,6.8,USA,NEVADA:  STILLWATER RANGE,39.6,-118.5,150,
4055,Yes,1954,6.7,ALGERIA,ALGERIA:  ORLEANSVILLE,36.283,1.467,15,1243
4056,No,1954,6.7,ALGERIA,ALGERIA:  EL ASNAM,36,1.5,15,
4058,No,1954,6,ALGERIA,ALGERIA:  EL ASNAM,36,1.5,15,
8040,No,1954,5,CHINA,CHINA:  SICHUAN PROVINCE,29.4,104.8,30,
4059,No,1954,6.8,INDONESIA,"INDONESIA:  SUMABAWA:  BIMA,RABA",-8,119,60,
6368,Yes,1954,6.5,JAPAN,JAPAN:  HONSHU:  MIYAGI PREFECTURE,38.9,142.2,30,
4060,No,1954,7,USA,NEVADA:  DIXIE VALLEY,39.3,-118.2,150,
4062,No,1955,7.8,KERMADEC ISLANDS (NEW ZEALAND),KERMADEC ISLANDS,-28,-175.5,170,
4066,No,1955,7.6,PHILIPPINES,"PHILIPPINES:  MINDANAO:  LANAO,OZAMIZ,COTABATO",8.1,123.2,170,400
4068,No,1955,6.2,NICARAGUA,NICARAGUA:  MANAGUA,13,-87,100,
4070,No,1955,7.5,CHINA,CHINA:  SICHUAN PROVINCE,30,101.8,30,39
8041,No,1955,7,CHINA,CHINA:  XINJIANG PROVINCE,39.9,74.6,40,
4071,Yes,1955,6.2,GREECE,GREECE:  DRAKIA-AGRIA (MAGNESIA),39.4,23.1,130,8
4073,Yes,1955,7.1,CHILE,CHILE,-30,-72,160,
4075,No,1955,6,GREECE,GREECE:  AEGEAN SEA,39.5,23,130,7
8054,No,1955,6.5,CHINA,CHINA:  XINJIANG PROVINCE,44.2,83.6,40,
6370,Yes,1955,7.3,INDIA,INDIA:  LITTLE NICOBAR ISLAND,6.5,94,60,
8043,No,1955,6,CHINA,CHINA:  YUNNAN PROVINCE,26.5,101.1,30,
4076,No,1955,6.8,TURKEY,"TURKEY:  SOKE, AYDIN",37.5,27,140,4
4079,No,1955,6,COLOMBIA,COLOMBIA-ECUADOR,0.2,-78.4,160,
4080,No,1955,5.8,COSTA RICA,COSTA RICA,10,-84.5,100,10
6371,Yes,1955,6.5,SOLOMON ISLANDS,SOLOMON ISLANDS:  FAURO ISLAND,-6.9,155.7,170,
4083,No,1955,6.3,EGYPT,EGYPT:  NILE DELTA,32.2,29.6,15,22
8029,Yes,1955,6.8,CHINA,CHINA:  YUNNAN PROVINCE,26.6,101.8,30,
8044,No,1955,5.8,CHINA,CHINA:  SICHUAN PROVINCE,29.9,101.4,30,
6372,Yes,1955,7.3,PAPUA NEW GUINEA,PAPUA NEW GUINEA:  BISMARCK SEA,-5.1,152.924,170,
4086,No,1956,6.5,MEXICO,MEXICO:  GUERRERO,17,-99.5,150,
9782,Yes,1956,7.1,CHILE,CHILE,-19,-70,160,
4087,No,1956,7.7,TONGA,TONGA ISLANDS,-20,-175,170,
4088,No,1956,5.8,HUNGARY,HUNGARY,47.5,19.3,110,2
4089,No,1956,7.3,ECUADOR,ECUADOR,-0.5,-80.5,160,
4090,No,1956,7.3,NICARAGUA,NICARAGUA:  PUERTO SAMOZA,12.2,-86.7,100,
4091,No,1956,4.5,SLOVENIA,"BALKANS NW:  SLOVENIA:  ILIRSKA BISTRICA,KOSEZE",45.5,14.3,130,
4092,No,1956,5.8,TURKEY,TURKEY:  ESKISEHIR,40,30.5,140,4
10063,Yes,1956,5.3,NEW ZEALAND,NEW ZEALAND:  NORTH ISLAND,-38.9,175.7,170,
4094,No,1956,5.8,LEBANON,LEBANON:  LITANI,35.5,35.5,140,148
4096,No,1956,7.5,FIJI,FIJI ISLANDS,-15,-179,170,
4099,No,1956,7.6,AFGHANISTAN,AFGHANISTAN:  KABUL,35.1,67.5,40,100
4100,Yes,1956,7.8,GREECE,GREECE:  DODECANESE,36.9,26,130,53
7771,Yes,1956,6.8,GREECE,GREECE:  AEGEAN SEA,36.8,25.2,130,
4101,No,1956,7,MYANMAR (BURMA),MYANMAR (BURMA),22.2,95.7,60,38
4102,No,1956,7.5,INDONESIA,INDONESIA:  BANDA SEA,-5.5,130,170,
4103,No,1956,6,INDIA,"INDIA:  ANJAR, BHUJ, GANDHIDHAM, KANDLA",23.278,70.107,60,156
6374,Yes,1956,6.5,JAPAN,JAPAN:  IZU PENINSULA,33.8,138.8,30,
8045,No,1956,5,CHINA,CHINA:  SHANXI PROVINCE,37.8,114,30,
4105,No,1956,7.6,RUSSIA,RUSSIA:  KURIL ISLANDS,46,150.5,50,
4107,No,1956,6.8,IRAN,IRAN:  BASTAK,27.2,54.4,140,347
4108,Yes,1956,5.7,GREECE,GREECE:  VOLOS-AGRIA (MAGNESIA),39.5,23,130,
8046,No,1956,5,CHINA,CHINA:  HEBEI PROVINCE,40.5,115.5,30,
4111,No,1957,5.6,TUNISIA,"TUNISIA:  SIDI ABID,SIDI TOUIL (LA MEDJA),CAILLOUX",36.2,8.9,15,13
4112,No,1957,7.2,TAIWAN,"TAIWAN:  HUALIEN, TAIPEI",23.9,121.6,30,11
4114,No,1957,7,GREECE,GREECE:  STEPHANOVIKION-VELESTNON (MAGNESIA),39.4,22.8,130,2
4116,Yes,1957,8.6,USA,ALASKA,51.292,-175.629,150,
4118,No,1957,7.5,USA,ALASKA:  ALEUTIAN ISLANDS:  FOX ISLANDS,55,-165.2,150,
4120,No,1957,7.5,SAMOA,SAMOA ISLANDS,-15.5,-173,170,
4121,No,1957,7.5,INDONESIA,INDONESIA:  JAVA SEA,-4.6,107.1,60,
4123,No,1957,6.9,TURKEY,TURKEY,36.31,28.62,140,
4125,No,1957,7.1,TURKEY,"TURKEY:  FETHIYE (LYCIA, ASIA MINOR)",36.4,28.55,140,18
4130,No,1957,7.1,TURKEY,TURKEY:  ABANT,40.7,30.9,140,500
8047,No,1957,5,CHINA,CHINA:  SHANXI PROVINCE,38,112.5,30,
4132,Yes,1957,7.3,INDONESIA,INDONESIA:  NEW GUINEA:  IRIAN JAYA,-1.5,137,170,
4134,No,1957,7.6,RUSSIA,RUSSIA:  CHITA,56.2,116.4,40,
4137,No,1957,6.6,IRAN,"IRAN:  HAZANDERAN, ABEGARM",36.1,52.7,140,1100
4139,Yes,1957,7.9,MEXICO,"MEXICO:  ACAPULCO,MEXICO CITY",16.5,-99.1,150,65
6546,Yes,1957,7,CHILE,CHILE:  ANTOFAGASTA,-23.5,-71.5,160,
4143,No,1957,7.6,PHILIPPINES,PHILIPPINES,5.5,127.5,170,
4144,No,1957,7.5,FIJI,FIJI ISLANDS,-20.4,-178.5,170,
6378,Yes,1957,6,INDONESIA,INDONESIA:  KALIMANTAN ISLAND,-2,116,170,
4147,No,1957,7.8,BOLIVIA,BOLIVIA:  S,-21,-66,160,
4149,No,1957,8.1,MONGOLIA,MONGOLIA,45.5,99.5,40,30
4150,No,1957,7.1,IRAN,IRAN:  FARSINAJ,34.3,47.8,140,1200
4154,No,1957,7.8,SOLOMON ISLANDS,SOLOMON ISLANDS:  SANTA CRUZ ISLANDS,-12.3,166.7,170,
4157,No,1958,7.3,PERU,PERU: AREQUIPA,-16.5,-72,160,28
4160,Yes,1958,7.6,COLOMBIA,COLOMBIA-ECUADOR,1.5,-79.5,160,111
8048,Yes,1958,6.2,CHINA,CHINA:  SICHUAN PROVINCE,31.5,104,30,
4165,No,1958,7.5,JAPAN,JAPAN:  RYUKYU ISLANDS,25,125,30,
6324,Yes,1958,6.7,INDONESIA,INDONESIA:  SUMATRA:  BENGKULU,-4.5,104,60,
4167,Yes,1958,7.8,USA,ALASKA:  LITUYA BAY,58.37,-136.665,150,
4170,No,1958,7.5,PERU,PERU:  S,-13.5,-69,160,
4172,No,1958,6.7,IRAN,IRAN:  FIRUZABAD,34.4,47.9,140,132
4175,No,1958,6.8,CHILE,CHILE-ARGENTINA,-33.785,-70.112,160,7
8049,No,1958,5.8,CHINA,CHINA:  GUANGXI PROVINCE,22.5,109.5,30,
4178,No,1958,6.7,INDONESIA,INDONESIA:  JAVA:  MALANG,-9.5,112.5,60,8
6381,Yes,1958,6.1,PACIFIC OCEAN,EAST PACIFIC RIDGE,-50,-115,170,
4179,Yes,1958,8.3,RUSSIA,RUSSIA:  KURIL ISLANDS,44.53,148.54,50,
6384,Yes,1959,7.4,PERU,PERU-ECUADOR,-4,-81.5,160,
4184,No,1959,5.5,FRANCE,"FRANCE:  ST PAUL D'UBAYE,JAUSIERS,CEILLAC,VARS",44,6.8,120,
6385,Yes,1959,5,RUSSIA,RUSSIA:  KURIL ISLANDS,44.3,149,50,
4187,No,1959,6.3,TURKEY,"TURKEY:  KOYCEGIZ, MUGLA",37,28.7,140,
4188,No,1959,7.5,TAIWAN,TAIWAN:  TAIPEI,24.78,122.7,30,2
4192,Yes,1959,8.2,RUSSIA,RUSSIA:  NEAR EAST COAST OF KAMCHATKA,52.5,159.5,50,1
4194,No,1959,6.8,MEXICO,MEXICO:  OAXACA;,17,-96.3,150,
4195,No,1959,7.5,BOLIVIA,BOLIVIA-NORTHERN CHILE,-20.369,-68,160,1
4196,No,1959,7,RUSSIA,RUSSIA:  NEAR KAMCHATKA,53.9,160.5,50,
8050,No,1959,5,CHINA,CHINA:  HENAN PROVINCE,31.8,115.3,30,
8051,No,1959,5.4,CHINA,CHINA:  SHAANXI PROVINCE,35.6,110.9,30,
4197,No,1959,7,TAIWAN,TAIWAN,22.18,121.13,30,16
4198,Yes,1959,7.3,SOLOMON ISLANDS,SOLOMON ISLANDS,-7.5,156,170,
4199,Yes,1959,7.7,USA,MONTANA:  HEBGEN LAKE,44.712,-111.215,150,28
4201,No,1959,6.9,MEXICO,MEXICO:  GULF OF CAMPECHE,18.3,-94.4,150,25
4203,No,1959,6.1,ALBANIA,ALBANIA,40.9,19.8,130,2
4205,No,1959,7.7,KERMADEC ISLANDS (NEW ZEALAND),KERMADEC ISLANDS,-28.5,-177,170,
4206,No,1959,6.2,TURKEY,TURKEY:  NINIA,39.1,41.6,140,18
6386,No,1959,7.2,RUSSIA,RUSSIA:  KAMCHATKA,45.89,151.11,50,
4208,No,1959,5.5,ALGERIA,ALGERIA:  BOU-MEDFA,36.4,2.6,15,
8030,No,1959,6.4,CHINA,CHINA:  XINGJIANG,38.75,75.317,40,
4211,Yes,1960,7.8,PERU,"PERU:  AREQUIPA,CHUQUIBAMBA,CARAVELI,COTAHUASI",-15.75,-72.75,160,63
4213,No,1960,7,PERU,"PERU:  LIMA,NAZCA,ICA,HUANCAVELIC,PALPA,HUAITARA",-15,-75,160,63
8055,No,1960,5.3,CHINA,CHINA:  GANSU PROVINCE,33.8,104.5,30,
4214,No,1960,5.6,ALGERIA,ALGERIA:  MELOUZA,36,4.1,15,47
4216,Yes,1960,5.9,MOROCCO,MOROCCO:  AGADIR,30.45,-9.62,15,13100
6387,Yes,1960,7.5,JAPAN,JAPAN:  SANRIKU,39.8,143.4,30,
6388,Yes,1960,6.7,JAPAN,JAPAN:  SANRIKU,39.4,143.7,30,
8056,No,1960,5.8,CHINA,CHINA:  JILIN PROVINCE,44.7,127,30,
4220,No,1960,6,IRAN,IRAN:  LAR,28,54.5,140,420
4223,Yes,1960,8.2,CHILE,CHILE:  CENTRAL,-37.872,-73.243,160,
4227,Yes,1960,9.5,CHILE,"CHILE:  PUERTO MONTT, VALDIVIA",-38.143,-73.407,160,2000
4228,No,1960,6.5,GREECE,GREECE-ALBANIA,40,20,130,8
6389,Yes,1960,6.6,PAPUA NEW GUINEA,PAPUA NEW GUINEA:  W. SOLOMON SEA,-9.4,152.3,170,
6591,Yes,1960,6.7,JAPAN,JAPAN:  SANRIKU,40.3,142.5,30,
4232,No,1960,6.6,CONGO,CONGO:  LAKE TANGANYIKA,-3.6,29,10,24
6390,Yes,1960,7.4,CHILE,CHILE:  CONCEPCION,-38.5,-75.1,160,
8057,No,1960,6.8,CHINA,CHINA:  SICHUAN PROVINCE,32.7,103.7,30,
4234,Yes,1960,6.7,PERU,PERU,-6.8,-80.7,160,
6391,Yes,1961,6.6,RUSSIA,RUSSIA:  KAMCHATKA,50.016,156.099,50,
4237,No,1961,7.6,INDIA,INDIA,24.9,93.34,60,
4238,Yes,1961,7.3,JAPAN,JAPAN:  MIYAZAKI,31.6,131.8,30,2
4239,No,1961,7.5,KERMADEC ISLANDS (NEW ZEALAND),KERMADEC ISLANDS,-28.3,-175.7,170,
8058,No,1961,4.9,CHINA,CHINA:  HUBEI PROVINCE,30.5,110,30,
4240,No,1961,6.5,INDONESIA,INDONESIA:  FLORES:  ENDEH,-8.2,122,60,2
8059,No,1961,6.8,CHINA,CHINA: XINJIANG,39.8,77.7,40,
7780,Yes,1961,6.5,TURKEY,TURKEY,36.7,28.5,140,
4243,No,1961,6.5,ETHIOPIA,ETHIOPIA:  KARAKORE,10.4,39.9,10,30
4246,No,1961,6.6,IRAN,"IRAN:  DEHKUYEH,KHANEH,LAR,SHAGHEB,NOKHRIZ,BIGHU",27.9,54.6,140,60
8060,No,1961,5.8,CHINA,CHINA:   YUNNAN PROVINCE,24.97,98.63,30,
6917,Yes,1961,6.5,COLOMBIA,COLOMBIA: NORTHEASTERN COLOMBIA,8.9,-73.4,90,
8061,No,1961,6,CHINA,CHINA:   YUNNAN PROVINCE,27.73,99.75,30,
6398,Yes,1961,7.3,VANUATU,VANUATU ISLANDS,-18.421,168.411,170,
6399,Yes,1961,6.4,SOLOMON ISLANDS,SOLOMON ISLANDS,-9.849,160.614,170,
6401,Yes,1961,6.7,RUSSIA,RUSSIA:  KURIL ISLANDS,46.338,149.548,50,
4248,No,1961,7.3,JAPAN,JAPAN:  HONSHU:  W COAST,36,136.7,30,10
4249,No,1961,7.5,PERU,PERU,-10.5,-70.7,160,
4250,No,1961,7.5,SOUTH GEORGIA AND THE SOUTH SANDWICH ISLANDS,SOUTH SANDWICH ISLANDS,-59.5,-27.3,70,
4251,No,1961,7.7,SOUTH GEORGIA AND THE SOUTH SANDWICH ISLANDS,SOUTH SANDWICH ISLANDS,-58,-27,70,
4252,No,1961,7.7,SOUTH GEORGIA AND THE SOUTH SANDWICH ISLANDS,SOUTH SANDWICH ISLANDS,-56.26,-27.283,70,
8062,No,1961,5.7,CHINA,CHINA:  GANSU PROVINCE,34.33,104.78,30,
6402,Yes,1961,6.5,CHILE,"CHILE:  VALDIVIA, CURICO",-36.7,-73,160,
4254,No,1961,6.9,COLOMBIA,COLOMBIA,4.6,-75.6,160,23
4255,No,1962,5.9,CROATIA,BALKANS NW:  CROATIA,43.3,17.1,130,4
4256,No,1962,6.1,CROATIA,BALKANS NW:  CROATIA,43.3,17.1,130,1
4257,No,1962,7.3,CHILE,CHILE:  CENTRAL,-37.8,-72.5,160,
4258,No,1962,5.3,TUNISIA,"TUNISIA:  GAFOUR,OUM-ZID,EL AKHOUAT",36,9,15,
6403,Yes,1962,6.8,PANAMA,COSTA RICA-PANAMA,8.008,-82.757,100,
4259,No,1962,6,ALBANIA,ALBANIA,40.9,19.5,130,15
8052,No,1962,6.1,CHINA,CHINA:  GUANGDONG PROVINCE,23.72,114.67,30,1
6404,Yes,1962,7.2,JAPAN,JAPAN:  SANRIKU,38.073,142.741,30,
4261,No,1962,6.3,PERU,"PERU:  CASMA,HUARAZ,QUIRUVILCA,TRUJILLO",-10,-79,160,9
8063,No,1962,5.5,CHINA,CHINA:  YUNNAN PROVINCE,23.6,106.1,30,
4263,No,1962,5.3,FRANCE,"FRANCE:  CORRENCON,CHATEAU-BERNARD,LE GUA,RENCUREL",45,5.6,120,
4264,No,1962,6.8,JAPAN,JAPAN:  HONSHU:  SENDAI,38.8,140.9,30,1
4265,Yes,1962,7,MEXICO,MEXICO:  S,17.2,-99.6,150,4
4266,Yes,1962,7.2,MEXICO,MEXICO:  S,17.2,-99.5,150,3
8064,No,1962,6.8,CHINA,CHINA:  QINGHAI PROVINCE,37.1,96,40,
6405,Yes,1962,5.7,JAPAN,JAPAN:  OFF COAST OF HONSHU ISLAND,41.8,142.4,30,
7770,Yes,1962,4.5,GREECE,GREECE:  AEGEAN SEA,39.8,25,130,
4267,No,1962,6.3,BOSNIA-HERZEGOVINA,BALKANS NW:  BOSNIA-HERZEGOVINA,43.6,18.3,130,
8065,No,1962,6.2,CHINA,CHINA:   YUNNAN PROVINCE,25.2,101.2,30,
4268,No,1962,7.4,PANAMA,PANAMA,7.5,-82,100,
4270,No,1962,6.8,COLOMBIA,"COLOMBIA:  MISTRATO, MANIZALES",5.2,-76.4,160,47
8066,No,1962,6.4,CHINA,CHINA:  XINJIANG,44.68,81.58,40,
4272,No,1962,6.1,ITALY,ITALY:  S,41.4,15.5,130,16
4273,No,1962,6.8,GREECE,GREECE:  S,37.8,22.9,130,1
4274,No,1962,5.8,USA,UTAH,41.8,-111.8,150,
4276,No,1962,7.2,IRAN,IRAN:   BUYIN-ZARA,35.63,49.87,140,12225
4277,No,1962,5.5,TURKEY,TURKEY:  IGDIR,39.9,43.9,140,1
4278,No,1962,5.5,GREECE,GREECE:  AEGEAN SEA; TURKEY:  BALIKESIR,39.6,23.3,130,
4279,No,1962,5,IRAN,"IRAN:  TORBAT HEYDARIYEH, AKHMEDABAD",35.1,58.7,140,6
4281,No,1962,5.5,IRAN,"IRAN:  GAHKOM,GOLRUIYEH,PATKUIYEH,LAIGAZAN,GANJ",28.1,55.6,140,
8067,No,1962,5.5,CHINA,CHINA:  NINGXIA,38.12,106.27,30,
6326,Yes,1962,6.5,USA,ALASKA:  ALEUTIAN ISLANDS:  FOX ISLANDS,52.47,-168.54,150,
4282,No,1963,4.5,IRAN,"IRAN:  KHENDODZHAN, DAKHNE-UDZHAK",36.9,57.8,140,4
4283,Yes,1963,7.3,TAIWAN,"TAIWAN:  TAIPEI, HSINCH",24.5,122.1,30,15
4285,No,1963,5.4,LIBYA,LIBYA:  BARCE (AL MARJ),32.6,21,15,300
4287,No,1963,7.2,IRAN,IRAN:  KARKHANEH,34.4,47.9,140,100
4290,No,1963,7,IRAN,IRAN:  HENDOJAN,37,57.9,140,4
8068,No,1963,7,CHINA,CHINA:  QINGHAI PROVINCE,35.7,97,30,
8069,No,1963,6,CHINA,CHINA:   YUNNAN PROVINCE,25.8,99.5,30,
4291,No,1963,5.5,NICARAGUA,NICARAGUA:  LEON,12.2,-86.9,100,
4292,No,1963,6,INDONESIA,INDONESIA:  BALI,-8.2,115.6,60,
4293,No,1963,4.9,SLOVENIA,BALKANS NW:  SLOVENIA:  LJUBLJANA,46.1,14.8,130,
8070,No,1963,5.8,CHINA,CHINA:  HEILONGJIANG PROVINCE,47.9,130.6,30,
4294,No,1963,5.1,IRAN,IRAN:  W,33.2,49.2,140,
4297,No,1963,6,MACEDONIA,BALKANS NW:  MACEDONIA:  SKOPJE,42.1,21.3,130,1070
4299,No,1963,5.2,IRAN,"IRAN:  GAHKOM,LAIGAZAN,PATKUIYEH,GOLRUIYEH,GANJ",28.2,55.7,140,5
4300,No,1963,7.7,PERU,PERU:  S,-13.8,-69.3,160,
8028,No,1963,6.5,CHINA,CHINA:  XINJIANG,39.8,74.2,40,1
4302,No,1963,5.3,INDIA,INDIA:  KASHMIR:  SW,33.9,74.8,60,80
9960,No,1963,7.5,SOLOMON ISLANDS,SOLOMON ISLANDS,-10.472,165.77,170,
9961,No,1963,7.5,SOLOMON ISLANDS,SOLOMON ISLANDS,-10.286,165.413,170,
9995,Yes,1963,6.1,TURKEY,TURKEY:  YALOVA:  CINARCIK,40.75,29,140,1
4303,Yes,1963,7,PERU,"PERU:  HUAYLLACAYAN,CAJACAY,MALYAS,MALVAS,HUARAZ",-10.385,-78.022,160,1
6407,Yes,1963,7.1,RUSSIA,RUSSIA:  KURIL ISLANDS,44.426,149.272,50,
4304,Yes,1963,8.5,RUSSIA,RUSSIA:  KURIL ISLANDS,44.77,149.798,50,
4305,Yes,1963,7.9,RUSSIA,RUSSIA:  KURIL ISLANDS,44.772,150.563,50,
4306,No,1963,8.3,INDONESIA,INDONESIA:  BANDA SEA,-6.86,129.58,170,
6408,Yes,1963,6.6,INDONESIA,"INDONESIA:  JAVA:  LABUHAN, MENES, PONOROGO",-6.4,105.4,60,
6327,Yes,1963,7.5,TONGA,TONGA TRENCH,-24.8,-176.6,170,
4307,No,1964,5.2,INDONESIA,INDONESIA:  SULAWESI:  PINRANG,-3.7,119.4,170,8
4308,No,1964,7,TAIWAN,TAIWAN:  TAINAN,23.2,120.6,30,107
8071,No,1964,5.4,CHINA,CHINA:   YUNNAN PROVINCE,26.1,101,30,
4310,No,1964,4.6,AZORES (PORTUGAL),AZORES,38.8,-28.4,130,
4311,Yes,1964,9.2,USA,ALASKA,61.017,-147.648,150,15
4313,Yes,1964,7,INDONESIA,INDONESIA:  BANDA ACEH,5.9,95.7,60,
4316,No,1964,6,CROATIA,BALKANS NW:  CROATIA,45.3,18.1,130,3
4317,No,1964,6,TANZANIA,TANZANIA,-4,34.9,10,1
6547,Yes,1964,6.9,JAPAN,JAPAN:  NW. HONSHU ISLAND,40.3,139,30,
9813,Yes,1964,6.6,JAPAN,JAPAN:  NW. HONSHU ISLAND,40.4,139,30,
4320,No,1964,6.1,TURKEY,"TURKEY:  MALATYA,ADIYAMAN",38.1,38.3,140,8
4322,Yes,1964,7.5,JAPAN,JAPAN:  HONSHU:  W COAST,38.65,139.2,30,26
4324,No,1964,7.5,VANUATU,VANUATU ISLANDS:  ESPIRITU SANTO ISLANDS,-15.5,166.5,170,
4326,No,1964,7.4,MEXICO,MEXICO:  GUERRERO,18.3,-100.4,150,78
6594,Yes,1964,6.8,RUSSIA,RUSSIA:  KAMCHATKA,47.159,153.876,50,
8073,No,1964,4.7,CHINA,CHINA:  SHANXI PROVINCE,35.1,111.6,30,
4329,No,1964,7,TURKEY,"TURKEY:  MANYAS, BURSA, BALIKESIR",40.3,28.2,140,19
4331,Yes,1964,7.6,PAPUA NEW GUINEA,PAPUA NEW GUINEA:  NEW BRITAIN,-5.7,150.7,170,
4333,No,1965,5.5,ALGERIA,ALGERIA:  M'SILA,35.7,4.4,15,4
8074,No,1965,5.5,CHINA,CHINA:  SHANXI PROVINCE,35,111.63,30,
4334,Yes,1965,7.6,INDONESIA,INDONESIA:  SANANA ISLAND,-2.4,126.1,170,71
4337,Yes,1965,8.7,USA,ALASKA:  ALEUTIAN ISLANDS:  RAT ISLANDS,51.29,178.55,150,
4340,No,1965,5.1,IRAN,IRAN:  NW,37.6,47.1,140,20
6411,Yes,1965,7,CHILE,CHILE:  NORTHERN,-25.67,-70.63,160,
4341,Yes,1965,6.3,GREECE,"GREECE:  ALONISOS, SKOPELOS",39.4,24,130,38
4343,No,1965,7.3,AFGHANISTAN,AFGHANISTAN,36.3,70.7,40,
6412,Yes,1965,6,CHILE,CHILE:  CENTRAL,-31.81,-71.26,160,
4345,No,1965,7.3,CHILE,CHILE:  CENTRAL,-32.4,-71.2,160,400
4347,Yes,1965,7.6,USA,ALASKA:  ALEUTIAN ISLANDS:  RAT ISLANDS,50.32,177.93,150,
4349,No,1965,7.1,GREECE,GREECE,38.6,22.4,130,6
4350,No,1965,6.2,GREECE,GREECE:  SOUTHERN,37.7,21.8,130,32
9812,No,1965,6,JAPAN,"JAPAN:  AICHI, SHIZOUKA PREFECTURES",34.9,138,30,1
4351,No,1965,6.6,USA,WASHINGTON:  SEATTLE,47.4,-122.3,150,7
4353,No,1965,6,EL SALVADOR,EL SALVADOR:  SAN MARCOS,13.5,-89.3,100,125
6413,Yes,1965,7.2,RUSSIA,RUSSIA:  KURIL ISLANDS,44.7,148.7,50,
4354,No,1965,6,IRAN,"IRAN:  HADJIABAD, SARKHUN, SARCHAHAN",28.1,55.9,140,
